id,name,lat,lng
"6727.02","30 Ave & 70 St",40.76013,-73.89741
"6787.02","30 Ave & 80 St",40.76109,-73.88838
"6772.11","30 Ave & 96 St",40.76086,-73.87308
"3564.04","30 St & 4 Ave",40.657743,-74.001141
"6076.02","30 St & 48 Ave",40.741327,-73.937999
"6763.08","31 Ave & 103 St",40.76134,-73.86666
"6966.04","31 Ave & 14 St",40.7682,-73.932266
"6857.09","31 Ave & 30 St",40.7647,-73.924031
"6819.15","31 Ave & 34 St",40.763154,-73.920827
"6621.06","31 Ave & 57 St",40.757357,-73.904726
"6654.05","31 Ave & 61 St",40.757525,-73.901614
"6709.01","31 Ave & 84 St",40.75947,-73.88431
"6709.05","31 Ave & 86 St",40.75958,-73.88219
"6893.1","31 Ave & Crescent St",40.765835,-73.926547
"6893.10","31 Ave & Crescent St",40.765835,-73.926547
"6782.01","31 Ave & Steinway St",40.761149,-73.917007
"6033.01","31 Pl & Hunters Point Ave",40.740214,-73.93537
"7202.07","31 St & 21 Ave",40.77813,-73.90842
"6989.07","31 St & Astoria Blvd",40.769918,-73.918406
"6789.20","31 St & Broadway",40.76211,-73.92523
"6789.2","31 St & Broadway",40.76211,-73.92523
"7144.02","31 St & Ditmars Blvd",40.776168,-73.910485
"7018.01","31 St & Hoyt Ave N",40.771153,-73.917007
"6923.20","31 St & Newtown Ave",40.767549,-73.920933
"6923.2","31 St & Newtown Ave",40.767549,-73.920933
"6495.17","31 St & Northern Blvd",40.75187,-73.933493
"6227.02","31 St & Thomson Ave",40.744697,-73.935404
"6645.06","32 Ave & 75 St",40.75704,-73.8924
"6603.06","32 Ave & 77 St",40.75727,-73.89024
"6677.03","32 Ave & 81 St",40.75763,-73.88682
"6636.04","32 Ave & 84 St",40.75793,-73.88401
"6185.04","33 St & 47 Ave",40.74283,-73.9321
"6185.07","33 St & Queens Blvd",40.744365,-73.931724
"6609.03","34 Ave & 108 St",40.75614,-73.86084
"6642.08","34 Ave & 113 St",40.75696,-73.85612
"6836.07","34 Ave & 13 St",40.763875,-73.936485
"6798.01","34 Ave & 21 St",40.762814,-73.934286
"6720.07","34 Ave & 31 St",40.759604,-73.927144
"6638.08","34 Ave & 38 St",40.75717,-73.92175
"6638.01","34 Ave & 38 St",40.756913,-73.921631
"6596.10","34 Ave & 45 St",40.754795,-73.917014
"6596.1","34 Ave & 45 St",40.754795,-73.917014
"6554.05","34 Ave & 48 St",40.75388,-73.914952
"6493.03","34 Ave & 71 St",40.75257,-73.89538
"6451.07","34 Ave & 74 St",40.75297,-73.89236
"6518.13","34 Ave & 83 St",40.753935,-73.883901
"6552.07","34 Ave & 89 St",40.75437,-73.87833
"6585.11","34 Ave & Junction Blvd",40.75502,-73.87285
"6873.01","34 Ave & Vernon Blvd",40.765354,-73.939863
"6605.08","34 St & 35 Ave",40.756933,-73.926223
"6453.02","34 St & 38 Ave",40.752443,-73.929737
"3492.04","34 St & 4 Ave",40.655278,-74.003101
"6110.01","34 St & 48 Ave",40.740821,-73.931472
"3451.01","34 St & 5 Ave",40.654098,-74.001131
"6873.01","34th Ave & Vernon Blvd",40.765354,-73.939863
"6806.06","35 Ave & 10 St",40.763155,-73.939855
"6563.12","35 Ave & 37 St",40.755733,-73.923661
"7170.04","35 St & 21 Ave",40.776745,-73.906558
"7047.07","35 St & 23 Ave",40.773015,-73.91119
"6887.03","35 St & 30 Ave",40.765476,-73.918116
"6679.11","35 St & 34 Ave",40.758058,-73.924275
"6750.16","35 St & Broadway",40.760339,-73.922243
"6737.03","36 Ave & 10 St",40.761438,-73.941127
"6572.08","36 Ave & 31 St",40.756519,-73.92957
"3460.02","36 St & 3 Ave",40.655716,-74.006664
"3420.01","36 St & 4 Ave",40.654144,-74.00422
"6143.01","36 St & 47 Ave",40.742218,-73.929352
"7111.1","36 St & Ditmars Blvd",40.774306,-73.908335
"7111.10","36 St & Ditmars Blvd",40.774306,-73.908335
"5992.02","36 St & Hunters Point Ave",40.737817,-73.930241
"6260.04","36 St & Queens Blvd",40.74408,-73.92901
"6533.02","37 Ave & 106 St",40.75397,-73.862
"6524.09","37 Ave & 113 St",40.75475,-73.8549
"6529.02","37 Ave & 35 St",40.753111,-73.927992
"6340.09","37 Ave & 63 St",40.74893,-73.89981
"3056.07","37 St & 13 Ave",40.64166,-73.98505
"6981.16","37 St & 24 Ave",40.770148,-73.912094
"3099.01","37 St & Fort Hamilton Pkwy",40.64417,-73.98923
"6538.11","38 Ave & 29 St",40.75473,-73.93367
"6850.01","38 St & 30 Ave",40.764175,-73.91584
"6486.07","38 St & Northern Blvd",40.752372,-73.925384
"6401.03","39 Ave & 45 St",40.749478,-73.918265
"6392.02","39 Ave & 54 St",40.74891,-73.90899
"6349.03","39 Ave & 56 St",40.74838,-73.90699
"6380.10","39 Ave & 99 St",40.74962,-73.86677
"6380.1","39 Ave & 99 St",40.74962,-73.86677
"6316.05","39 Dr & 52 St",40.74732,-73.91197
"3501.01","39 St & 2 Ave",40.6554,-74.010628
"6143.05","39 St & 47 Ave",40.742156,-73.926626
"6025.08","39 St & 50 Ave",40.738249,-73.927375
"6218.04","39 St & Queens Blvd",40.74431,-73.92601
"3739.06","4 Ave & 17 St",40.665507,-73.993037
"3596.04","4 Ave & 26 St",40.660079,-73.998633
"4028.04","4 Ave & 3 St",40.673746,-73.985649
"2660.09","4 Ave & 72 St",40.63283,-74.02439
"2578.17","4 Ave & 76 St",40.63005,-74.0255
"2453.05","4 Ave & 81 St",40.62643,-74.02707
"2377.01","4 Ave & 85 St",40.62354,-74.02817
"2303.05","4 Ave & 87 St",40.62184,-74.02863
"3955.05","4 Ave & 9 St",40.670513,-73.988766
"2158.08","4 Ave & 94 St",40.61689,-74.03091
"2042.01","4 Ave & 99 St",40.61327,-74.03315
"5788.15","4 Ave & E 12 St",40.732647,-73.99011
"2832.03","4 Ave & Shore Road Dr",40.637033,-74.022141
"6664.05","40 Ave & 9 St",40.75742,-73.945133
"6462.05","40 Ave & Crescent St",40.753599,-73.937956
"3388.03","40 St & 3 Ave",40.6535,-74.00902
"6176.11","40 St & Queens Blvd",40.74354,-73.924352
"6225.03","41 Ave & 67 St",40.74446,-73.89764
"6290.06","41 Ave & 77 St",40.74557,-73.8882
"6249.02","41 Ave & 80 St",40.74586,-73.88539
"3388.02","41 St & 3 Ave",40.652512,-74.008906
"3347.03","41 St & 4 Ave",40.651354,-74.007168
"6371.03","42 Ave & 108 St",40.74944,-73.85792
"6520.07","42 Pl & Northern Blvd",40.753091,-73.920603
"3428.02","42 St & 1 Ave",40.654798,-74.014372
"6405.03","43 Ave & 111 St",40.74955,-73.85464
"6292.03","43 Ave & 40 St",40.74562,-73.92402
"6251.06","43 Ave & 42 St",40.745347,-73.921942
"6209.05","43 Ave & 47 St",40.744806,-73.91729
"7009.06","43 St & 23 Ave",40.769673,-73.906018
"6520.06","43 St & 35 Ave",40.754139,-73.919543
"6401.01","43 St & 37 Ave",40.750181,-73.919998
"5983.04","43 St & 50 Ave",40.737872,-73.922641
"6670.03","43 St & Broadway",40.757728,-73.916637
"6325.01","43 St & Skillman Ave",40.746927,-73.920825
"6319.03","44 Dr & 21 St",40.748036,-73.946705
"6352.01","44 Dr & Jackson Ave",40.747182,-73.943263
"3356.05","44 St & 2 Ave",40.652502,-74.013587
"3315.05","44 St & 3 Ave",40.651173,-74.011405
"6058.08","44 St & 48 Ave",40.739414,-73.92132
"6134.13","44 St & Greenpoint Ave",40.74112,-73.921037
"6319.07","45 Ave & 21 St",40.747371,-73.947773
"6319.01","45 Rd & 11 St",40.747086,-73.949772
"3275.03","45 St & 4 Ave",40.649145,-74.009486
"6286.02","46 Ave & 5 St",40.74731,-73.95451
"6231.01","46 Ave & Junction Blvd",40.74399,-73.86781
"6245.08","46 Rd & 11 St",40.745805,-73.950752
"6907.03","46 St & 25 Ave",40.765753,-73.90676
"6842.02","46 St & 28 Ave",40.763328,-73.908782
"6703.06","46 St & 30 Rd",40.76072,-73.910989
"3161.02","46 St & 6 Ave",40.645921,-74.005708
"3117.05","46 St & 7 Ave",40.644743,-74.003754
"6209.08","46 St & Queens Blvd",40.743498,-73.918605
"6295.07","47 Ave & 104 St",40.7458,-73.85945
"6329.06","47 Ave & 109 St",40.74713,-73.85502
"6151.03","47 Ave & 31 St",40.743,-73.93561
"6092.01","47 Ave & 48 St",40.74086,-73.91708
"6237.01","47 Ave & Skillman Ave",40.743752,-73.941765
"3243.02","47 St & 3 Ave",40.649143,-74.012384
"6067.01","48 Ave & 37 St",40.740347,-73.928861
"6101.11","48 Ave & 41 St",40.73986,-73.924003
"6212.04","48 Ave & 5 St",40.744363,-73.955873
"3283.05","48 St & 2 Ave",40.650176,-74.015606
"6435.02","48 St & 37 Ave",40.751555,-73.915026
"3202.06","48 St & 5 Ave",40.646351,-74.009271
"6016.06","48 St & 50 Ave",40.73737,-73.91803
"6358.05","48 St & Barnett Ave",40.750016,-73.915409
"6629.06","48 St & Broadway",40.755763,-73.912715
"6283.05","48 St & Skillman Ave",40.746229,-73.916163
"6255.02","49 Ave & 108 St",40.74535,-73.8558
"6128.04","49 Ave & 21 St",40.74252,-73.948852
"6119.01","49 Ave & 27 St",40.74113,-73.942518
"6804.01","49 St & 25 Ave",40.764496,-73.904632
"6662.01","49 St & 31 Ave",40.758057,-73.909831
"7851.04","5 Av & W 139 St",40.815484,-73.935856
"3987.06","5 Ave & 3 St",40.672815,-73.983524
"3379.03","5 Ave & 37 St",40.652657,-74.002356
"3306.03","5 Ave & 41 St",40.649983,-74.005144
"3233.02","5 Ave & 44 St",40.64865,-74.00646
"2782.02","5 Ave & 67 St",40.635778,-74.019909
"2261.04","5 Ave & 88 St",40.62021,-74.02717
"7511.19","5 Ave & E 103 St",40.792255,-73.952499
"7769.06","5 Ave & E 135 St",40.812191,-73.937838
"6248.08","5 Ave & E 30 St",40.745985,-73.986295
"6904.06","5 Ave & E 63 St",40.766368,-73.971518
"7100.07","5 Ave & E 72 St",40.772828,-73.966853
"7161.08","5 Ave & E 78 St",40.776321,-73.964274
"7323.09","5 Ave & E 87 St",40.782323,-73.959875
"7701.21","5 Ave & W 126 St",40.80722,-73.9418
"7735.05","5 Ave & W 131 St",40.81014,-73.93973
"7851.04","5 Ave & W 139 St",40.815484,-73.935856
"6137.04","5 St & 51 Ave",40.742374,-73.9566
"3874.01","5 St & 6 Ave",40.670484,-73.98209
"4843.01","5 St & Market St",40.699997,-73.974401
"5956.05","50 Ave & 65 St",40.73707,-73.90077
"6735.03","50 St & 30 Ave",40.760083,-73.907107
"3038.08","50 St & 7 Ave",40.642501,-74.006055
"6435.03","50 St & Barnett Ave",40.750098,-73.913497
"6511.03","50 St & Northern Blvd",40.753441,-73.912402
"5923.02","51 Ave & 61 St",40.73568,-73.90387
"6180.05","51 Ave & Alstyne Ave",40.74311,-73.85715
"6113.07","51 Ave & Junction Blvd",40.74087,-73.86772
"6047.03","51 Ave & Van Loon St",40.73832,-73.87913
"6242.1","51 St & 43 Ave",40.74451,-73.91412
"6242.10","51 St & 43 Ave",40.74451,-73.91412
"6662.09","51 St & Hobart St",40.757672,-73.907699
"6167.03","51 St & Queens Blvd",40.7429,-73.91395
"3253.01","52 St & 1 Ave",40.649292,-74.020105
"3084.05","52 St & 6 Ave",40.642703,-74.009441
"5806.01","53 Ave & 62 St",40.73169,-73.90159
"6037.02","53 Ave & 94 St",40.73921,-73.86887
"3211.06","53 St & 2 Ave",40.64744,-74.018846
"3169.07","53 St & 4 Ave",40.644862,-74.014531
"3129.08","53 St & 5 Ave",40.643371,-74.011884
"5257.01","53 St & Flushing Ave",40.71435,-73.91405
"6200.03","53 St & Roosevelt Ave",40.74462,-73.91143
"6468.01","54 St & 37 Ave",40.75098,-73.90799
"6005.04","55 Ave & 90 St",40.73676,-73.87318
"6070.05","55 Ave & 97 Pl",40.73892,-73.86367
"6104.01","55 Ave & Center Blvd",40.740288,-73.960697
"5579.04","55 Dr & Maurice Ave",40.7261,-73.90917
"3050.03","55 St & 5 Ave",40.642408,-74.013318
"2951.05","55 St & 7 Ave",40.639673,-74.008957
"6502.01","55 St & Northern Blvd",40.75326,-73.90585
"5962.04","56 Ave & 92 St",40.73649,-73.86995
"5995.07","56 Ave & Junction Blvd",40.73716,-73.86625
"5579.02","56 Dr & 59 St",40.72403,-73.90853
"5540.06","56 Dr & 61 St",40.72368,-73.90458
"3138.03","56 St & 2 Ave",40.645705,-74.020292
"5289.05","56 St & Arnold Ave",40.71484,-73.909
"6028.01","57 Ave & 98 Pl",40.73802,-73.86103
"5510.05","57 Rd & 58 St",40.72235,-73.91215
"5510.02","57 Rd & 59 St",40.72249,-73.90854
"3178.02","57 St & 1 Ave",40.646377,-74.023087
"6426.05","57 St & 37 Ave",40.75048,-73.90513
"3093.07","57 St & 4 Ave",40.642622,-74.016866
"6158.06","57 St & 43 Ave",40.74324,-73.908
"2861.02","57 St & 7 Ave",40.638566,-74.010147
"5440.05","57 St & Grand Ave",40.71921,-73.9124
"3138.09","58 St & 2 Ave",40.644512,-74.021506
"6579.03","58 St & 32 Ave",40.75574,-73.903427
"5548.01","58 St & 56 Dr",40.72419,-73.91244
"3220.01","58 St & Pier 4",40.646475,-74.026081
"3011.03","59 St & 4 Ave",40.641269,-74.017651
"6234.08","59 St & 41 Ave",40.744577,-73.905986
"2961.05","59 St & 5 Ave",40.640125,-74.015726
"5401.03","59 St & 59 Rd",40.717909,-73.908454
"3803.05","6 Ave & 12 St",40.666318,-73.985462
"3628.11","6 Ave & 21 St",40.66016,-73.990974
"3000.08","6 Ave & 55 St",40.640831,-74.010996
"2912.08","6 Ave & 60 St",40.638196,-74.013821
"2569.07","6 Ave & 74 St",40.629233,-74.019864
"2488.09","6 Ave & 78 St",40.62569,-74.02119
"3803.09","6 Ave & 9 St",40.668127,-73.983776
"5610.09","6 Ave & Broome St",40.72431,-74.00473
"5500.07","6 Ave & Canal St",40.722438,-74.005664
"6364.07","6 Ave & W 33 St",40.749013,-73.988484
"6364.1","6 Ave & W 34 St",40.74964,-73.98805
"6364.10","6 Ave & W 34 St",40.74964,-73.98805
"6593.15","6 Ave & W 45 St",40.756951,-73.982631
"5430.1","6 Ave & Walker St",40.719792,-74.005224
"5430.10","6 Ave & Walker St",40.719792,-74.005224
"3834.1","6 St & 7 Ave",40.668663,-73.979881
"3834.10","6 St & 7 Ave",40.668663,-73.979881
"5321.08","60 Ave & Fresh Pond Rd",40.71693,-73.90198
"5878.02","60 Ave & Junction Blvd",40.73466,-73.86501
"5945.01","60 Ave & Otis Ave",40.73715,-73.85614
"4985.09","60 Pl & 67 Ave",40.70497,-73.89965
"5138.03","60 Pl & Bleecker St",40.71107,-73.903
"5431.01","60 Pl & Flushing Ave",40.71988,-73.90556
"5097.02","60 Pl & Linden St",40.70886,-73.90182
"6383.06","60 St & 37 Ave",40.74952,-73.90265
"5360.02","60 St & 60 Rd",40.715922,-73.906014
"6307.07","61 St & 39 Ave",40.7471,-73.9028
"4830.02","61 St & 60 Ln",40.70055,-73.8943
"5611.04","61 St & Borden Ave",40.72558,-73.90417
"5998.09","61 St & Laurel Hill Blvd",40.7388,-73.90338
"6116.03","61 St & Queens Blvd",40.74091,-73.90273
"6191.06","61 St & Woodside Ave",40.74501,-73.9036
"6460.06","62 St & 34 Ave",40.75201,-73.89986
"2923.01","62 St & 4 Ave",40.639859,-74.019776
"6191.04","62 St & 43 Ave",40.74261,-73.903
"6536.02","62 St & Northern Blvd",40.754176,-73.900318
"2872.02","63 St & 5 Ave",40.63766,-74.01782
"5392.04","63 St & 59 Dr",40.71832,-73.90128
"5611.05","63 St & Borden Ave",40.72655,-73.90321
"2971.02","64 St & 3 Ave",40.639978,-74.02324
"5956.04","64 St & 51 Ave",40.73577,-73.90184
"5688.02","64 St & 53 Dr",40.72897,-73.90115
"5057.09","64 St & Woodbine St",40.70809,-73.89549
"5199.01","65 Ln & Metropolitan Ave",40.7123,-73.89397
"5764.02","65 Pl & 53 Ave",40.73145,-73.90022
"4937.03","65 Pl & Central Ave",40.70264,-73.88981
"6149.02","65 Pl & Woodside Ave",40.74334,-73.89903
"3019.02","65 St & 2 Ave",40.640493,-74.02564
"6417.04","65 St & 35 Ave",40.75053,-73.8977
"6417.11","65 St & Broadway",40.749372,-73.897388
"4977.03","65 St & Otto Rd",40.70389,-73.89116
"6267.08","65 St & Roosevelt Ave",40.74589,-73.89915
"5057.07","67 Ave & Fresh Pond Rd",40.70575,-73.89676
"2733.03","67 St & Erik Pl",40.633385,-74.016562
"2743.04","68 St & 4 Ave",40.63537,-74.02342
"2698.07","68 St & 5 Ave",40.63416,-74.02058
"6298.04","69 St & 38 Ave",40.746945,-73.896503
"6108.03","69 St & 43 Ave",40.74179,-73.89564
"3660.07","7 Ave & 17 St",40.660938,-73.986804
"3588.01","7 Ave & 20 St",40.659053,-73.98854
"3515.01","7 Ave & 22 St",40.658029,-73.989605
"3266.01","7 Ave & 40 St",40.648169,-74.000057
"3192.05","7 Ave & 41 St",40.647379,-74.000911
"2821.05","7 Ave & 62 St",40.63556,-74.01298
"6912.01","7 Ave & Central Park South",40.766741,-73.979069
"4125.07","7 Ave & Park Pl",40.677615,-73.973243
"6847.05","7 Ave & W 55 St",40.764126,-73.980973
"5805.07","7 Ave S & Bleecker St",40.732139,-74.003638
"3996.01","7 St & 3 Ave",40.672603,-73.98983
"3914.02","7 St & 5 Ave",40.670492,-73.985417
"2843.13","70 St & Ridge Blvd",40.63596,-74.02908
"4871.02","71 Ave & Myrtle Ave",40.70067,-73.89907
"6612.09","71 St & 32 Ave",40.75675,-73.89595
"6374.05","71 St & 37 Ave",40.7488,-73.89451
"6686.07","72 St & 31 Ave",40.7584,-73.89531
"6258.03","72 St & 41 Ave",40.7448,-73.89377
"6258.02","72 St & Broadway",40.74751,-73.89372
"6570.06","72 St & Northern Blvd",40.75473,-73.89458
"6141.02","72 St & Woodside Ave",40.74288,-73.89283
"6757.03","73 St & 25 Ave",40.76205,-73.895
"2708.07","73 St & Ridge Blvd",40.63349,-74.02976
"6332.06","74 St & 37 Ave",40.74908,-73.89172
"6216.01","74 St & Woodside Ave",40.74325,-73.89079
"6408.08","75 St & 35 Ave",40.75091,-73.89111
"6527.07","75 St & Northern Blvd",40.75473,-73.8918
"7032.02","76 St & 21 Ave",40.77028,-73.893675
"6099.02","76 St & 45 Ave",40.7411,-73.88837
"6825.03","77 St & 24 Ave",40.76428,-73.89156
"6718.02","77 St & 31 Ave",40.75886,-73.89081
"2671.05","77 St & Colonial Rd",40.63121,-74.03318
"6603.07","78 St & Northern Blvd",40.75499,-73.88905
"2625.01","78 St & Ridge Blvd",40.62994,-74.03121
"6365.1","79 St & 37 Ave",40.74937,-73.88714
"6365.10","79 St & 37 Ave",40.74937,-73.88714
"2533.04","79 St & 5 Ave",40.62646,-74.02367
"6290.13","79 St & Roosevelt Ave",40.74718,-73.88675
"6174.03","79 St & Woodside Ave",40.74364,-73.88622
